,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
347,Diamond B Dairy,3137 E Tuolumne RD,Ceres,Stanislaus,95307,,,,,(209) 652-3681,01/01/1945,San Joaquin River Basin,"X022-X017-X005-XXXX, X022-X019-X004-XXXX",,,0,0,0,0,0,0,0,0,0,665,665,665,0,0,0,0,0,183,183,183,199,0,199,199,Holstein,76.0,1047,,21296.46,265402.06,185781.44,45017.94,129975.07,313115.25,,,,,10278000.0,10278000.0,0.0,0.0,,,,,,,,,,
348,Double Cross #5 (Formerly CMA Livestock),19051 W Williams RD,Hilmar,Merced,95324,P.O. Box 820,Hilmar,CA,95324,(209) 668-0867,01/01/1982,San Joaquin River Basin,X045-X220-X063-XXXX,,,425,0,425,425,0,0,0,0,0,58,58,58,0,626,626,626,1269,0,1269,1269,0,0,0,0,Jersey,69.0,2378,,23444.54,275753.65,193027.56,40272.97,11069.43,171258.0,,,,,31744500.0,31744500.0,0.0,0.0,,,,,,,,,,
349,,9120 Crowslanding Rd,Crowslanding,Stanislaus,95313,P.O. Box 684,Ceres,CA,95307,(209) 312-3014,01/01/1940,San Joaquin River Basin,0011-0037-0001-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
350,Reis Dairy,6730 W Harding RD,Turlock,Stanislaus,95380,,,,,(209) 634-9091,01/01/1950,San Joaquin River Basin,"X058-X031-X001-XXXX, X058-X031-X025-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,1800000.0,1800000.0,0.0,0.0,,,,,,,,,,
351,Judith Pond Property,10300 Dillard RD,Wilton,Sacramento,95693,,,,,(916) 682-7687,01/01/1970,Sacramento River Basin,X134-X230-X020-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,1620000.0,1620000.0,0.0,0.0,,,,,,,,,,
352,Hillside Farms (Silveira Dairy),3719 County Rd. C,Orland,Glenn,95963,,,,,(530) 865-1337,01/01/1985,Sacramento River Basin,0024-0002-0007-0009,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,500,300,0,300,300,,1.0,800,,8428.55,75920.0,53144.0,12848.0,3500.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
353,Antonio Brasil Dairy,15373 S Flanagan RD,Dos Palos,Merced,93620,,,,,(209) 838-7007,11/01/2007,San Joaquin River Basin,"X020-X110-X002-XXXX, X074-X170-X004-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Couto Dairy,1980 County Road QQ,Willows,Glenn,95988,,,,,(530) 570-9430,03/15/1963,Sacramento River Basin,0016-0190-0006-0000,,,50,0,55,50,50,0,55,50,0,310,325,310,30,0,35,35,75,0,80,75,75,0,80,75,,50.0,595,,9494.74,120186.68,84130.68,19465.33,55294.46,154011.75,,,,,8964000.0,8964000.0,0.0,0.0,,,,,,,,,,
355,"J& T Cattle Company, Inc",27552 Lake Rd.,La Grange,Stanislaus,95329,P.O. Box 362,La Grange,CA,95329,(209) 853-2855,02/01/1995,San Joaquin River Basin,"X020-X008-X041-XXXX, X020-X008-X042-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
356,Luis C Nunes & Sons Dairy #1,29191 Husman RD,Gustine,Merced,95322,,,,,(209) 652-7647,01/01/1960,San Joaquin River Basin,"X070-X060-X004-XXXX, X070-X060-X005-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Borges Dairy LLC (former John & Teresa Borges Dairy),25834 Kasson RD,Tracy,San Joaquin,95304,,,,,(209) 652-1126,01/01/1938,San Joaquin River Basin,X239-XX15-X001-XXXX,,,50,0,60,50,45,0,50,45,0,400,420,400,58,0,60,58,115,0,120,115,120,0,125,120,Holstein,65.0,788,,13656.21,168824.12,118176.88,27661.45,75289.69,201677.1,,,,,16067541.0,16067541.0,0.0,0.0,,,,,,,,,,
358,Sunwest Jersey Dairy,22270 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1950,San Joaquin River Basin,X045-X180-X017-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Antero Borges Dairy,2226 Hull RD,Atwater,Merced,95301,,,,,(209) 358-0680,01/01/1940,San Joaquin River Basin,X056-X092-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Full Circle Dairy,6800 East AVE,Ballico,Merced,95303,,,,,(209) 605-0235,01/01/2001,San Joaquin River Basin,"X042-X040-X028-XXXX, X042-X040-X029-XXXX, X042-X040-X034-XXXX",,,0,0,0,0,0,0,0,0,0,550,550,550,0,0,0,0,100,0,100,100,50,0,50,50,Jersey-Holstein Cross,40.0,700,,13572.04,173375.46,121362.82,28981.42,94489.57,258967.5,,,,,9792000.0,9792000.0,0.0,0.0,,,,,,,,,,
361,Manuel Oliveira Dairy,4235 Oak AVE,Merced,Merced,95340,,,,,(209) 388-0501,01/01/1970,San Joaquin River Basin,"X215-X140-X041-XXXX, X215-X140-X042-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Vander Meulen Dairy,20250 Avena RD,Escalon,San Joaquin,95320,,,,,(209) 838-2606,01/01/1970,San Joaquin River Basin,0205-0110-0001-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,0,100,100,Holstein,1.0,200,,1860.76,18980.0,13286.0,3212.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
363,Blue Sky Dairy,4390 N Fox RD,Merced,Merced,95340,,,,,(209) 652-7898,01/01/1961,San Joaquin River Basin,X005-X100-X013-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Alfred C. Nunes Dairy,5119 S Morgan RD,Turlock,Stanislaus,95380,,,,,(209) 632-6636,01/01/1976,San Joaquin River Basin,0057-0002-0010-0000,,,0,0,0,0,0,0,0,0,0,900,900,900,110,0,110,110,0,0,0,0,0,0,0,0,Holstein,77.0,1010,,25437.4,331584.19,232108.93,55527.46,176497.4,449059.5,,,,,15480000.0,15480000.0,0.0,0.0,,,,,,,,,,
365,GJC Dairy #1,2401 Newman RD,Turlock,Stanislaus,95380,P.O. Box 2397,Turlock,CA,95381,(209) 668-2244,11/01/1985,San Joaquin River Basin,X058-X014-X018-XXXX,,,0,150,150,150,0,0,0,0,0,600,600,600,0,96,96,96,50,0,50,50,250,0,250,250,Holstein,73.0,1146,,20317.32,257645.09,180351.56,42247.23,116088.14,304585.2,,,,,3780000.0,3780000.0,0.0,0.0,,,,,,,,,,
366,Pimentel Dairy,11391 Franklin BLVD,Elk Grove,Sacramento,95757,,,,,(123) 000-0000,07/03/1953,Sacramento River Basin,X132-X251-X007-XXXX,,,0,0,0,0,0,0,0,0,0,350,350,350,0,30,30,30,100,0,100,100,80,0,80,80,Holstein,62.0,560,,10884.69,135643.55,94950.49,22695.74,65188.63,171696.0,,,,,11487000.0,11487000.0,0.0,0.0,,,,,,,,,,
367,Tiberio Azevedo Dairy,21480 August AVE,Hilmar,Merced,95324,,,,,(209) 678-3074,01/01/1980,San Joaquin River Basin,X045-X140-X049-XXXX,,,74,0,74,74,120,0,120,120,0,807,807,807,102,0,102,102,452,0,452,452,208,0,208,208,Holstein,70.0,1763,,29829.54,361814.14,253269.9,59577.51,154547.95,403430.85,,,,,25367500.0,6370000.0,0.0,18997500.0,,,,,,,,,,
368,Silva Bros # 3,5601 Escalon-Bellota RD,Farmington,San Joaquin,95320,,,,,(209) 607-7197,01/01/1975,San Joaquin River Basin,X187-X110-XX07-XXXX,,,50,0,50,50,50,0,50,50,0,350,350,350,50,0,50,50,160,0,160,160,160,0,160,160,Holstein,71.0,820,,13244.67,162523.1,113766.17,26676.04,67258.18,176295.0,,,,,18360000.0,18360000.0,0.0,0.0,,,,,,,,,,
369,California State University Chico Research Foundation,311 Nicholas C. Schouten Lane,Chico,Butte,95928,,,,,(530) 898-6343,08/15/1963,Sacramento River Basin,"0039-0080-0030-0000, 0039-0220-0025-0000",,,10,0,15,10,15,0,20,15,80,0,85,80,10,0,15,10,15,0,20,15,15,0,20,15,Jersey,60.0,145,,2467.37,31552.34,22086.64,5129.55,14795.14,39967.5,,,,,,0.0,0.0,0.0,,,,,,,,,,
370,Clauss Dairy Farms,21670 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1950,San Joaquin River Basin,"0045-0170-0013-0000, 0045-0170-0017-0000, 0045-0170-0023-0000",,,607,0,607,607,0,692,692,692,0,2133,2133,2133,0,319,319,319,0,125,125,125,0,32,32,32,Jersey,51.0,3908,,60076.7,792674.39,554872.07,124572.7,381862.94,1077677.1,,,,,50516500.0,53115950.0,6097450.0,3498000.0,,,,,,,,,,
371,Jordao Dairy,6025 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 656-8438,04/01/2007,San Joaquin River Basin,"X045-X030-X013-XXXX, X045-X030-X022-XXXX, X057-X004-X013-XXXX, X057-X004-X014-XXXX",,,175,0,175,175,155,0,155,155,0,875,875,875,0,90,90,90,255,0,255,255,400,0,400,400,Holstein,73.0,1950,,31451.95,392933.04,275053.13,64301.09,169295.2,432689.25,,,,,12220000.0,15720000.0,3500000.0,0.0,,,,,,,,,,
372,,,,,93620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,J-S Jimenez Dairy,3928 W Linwood AVE,Turlock,Stanislaus,95380,,,,,(209) 656-0316,06/01/2007,San Joaquin River Basin,X044-X013-X005-XXXX,,,0,0,0,0,0,0,0,0,183,0,183,183,42,0,42,42,0,0,0,0,0,0,0,0,Holstein,68.0,225,,5264.65,68477.95,47934.57,11298.86,34805.73,95823.45,,,,,,0.0,0.0,0.0,,,,,,,,,,
374,Tierra Buena Ranch,8632 W Meadow DR,Winton,Merced,95388,P.O. Box 149,Ballico,CA,95303,(209) 495-0690,01/01/1937,San Joaquin River Basin,"X140-X030-X012-XXXX, X140-X030-X023-XXXX, X140-X120-X019-XXXX",,,390,0,400,0,0,540,550,0,0,1390,1400,1390,0,215,220,215,0,0,0,0,0,0,0,0,Holstein,89.0,1605,,41872.11,545940.93,382158.65,91551.99,283549.2,703920.75,,,,,85952321.0,85952321.0,0.0,0.0,,,,,,,,,,
375,Silveira Jerstein Dairy,4628 County Road P,Orland,Glenn,95963,P.O. Box 963,Orland,CA,95963,(530) 624-6423,01/01/1970,Sacramento River Basin,0044-0330-0001-0009,,,0,0,0,0,0,0,0,0,0,80,80,80,10,0,10,10,15,0,15,15,15,0,15,15,Jersey-Holstein Cross,52.0,120,,2301.74,29292.79,20504.95,4858.64,14374.66,39967.5,,,,,172800.0,172800.0,0.0,0.0,,,,,,,,,,
376,Manuel Vieira Jr. Dairy,5843 N Utah RD,Merced,Merced,95348,,,,,(209) 564-8154,01/01/1947,San Joaquin River Basin,X052-X023-X090-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,95,60,20,0,25,20,Holstein,1.0,80,,793.58,7592.0,5314.4,1284.8,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
377,Joe Soares Dairy #4,9207 American Ave,Hilmar,Stanislaus,95324,P.O. Box 189,Delhi,CA,95135,(209) 652-2990,01/01/1930,San Joaquin River Basin,"X045-X020-X004-XXXX, X057-X023-X009-XXXX, X057-X023-X017-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,DeMatos Dairy,931 S Blaker RD,Turlock,Stanislaus,95380,,,,,(209) 579-4831,01/01/1967,San Joaquin River Basin,"X058-X009-X001-XXXX, X058-X009-X002-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Pires Dairy Farms,1622 Kniebes RD,Gustine,Merced,95322,,,,,(209) 652-3530,09/02/1992,San Joaquin River Basin,"X063-X002-X004-XXXX, X063-X004-X007-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Moreda Valley Dairy,20967 Paradise RD,Tracy,San Joaquin,95304,,,,,(707) 782-0322,08/01/2004,San Joaquin River Basin,"XXXX-XXXX-2130-8026, XXXX-XXXX-2130-8030, XXXX-XXXX-2130-8032, XXXX-XXXX-2130-8035, XXXX-XXXX-2130-8036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Forebay Farms LLC - Road 6 (formerly Coelho Farms LP),5615 Ave 24,Chowchilla,Madera,93610,P.O. Box 2717,Merced,CA,95344,(209) 383-6075,01/01/1970,San Joaquin River Basin,"X020-X012-X002-XXXX, X020-X012-X003-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,10213 W MAIN ST,TURLOCK,Stanislaus,95380,,,,,(209) 667-6024,01/01/1942,San Joaquin River Basin,"X022-X041-X001-XXXX, X022-X041-X006-XXXX, X022-X041-X010-XXXX, X022-X041-X011-XXXX, X022-X041-X012-XXXX, X022-X041-X013-XXXX, X022-X043-X011-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Sunwest Jersey Dairy,22270 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1950,San Joaquin River Basin,X045-X180-X017-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Milk Made Dairy,7509 W Oakdale RD,Snelling,Merced,95369,P.O. Box 149,Ballico,CA,95303,(209) 648-4262,01/01/1998,San Joaquin River Basin,0042-0140-0029-0000,,,575,0,600,560,0,0,0,0,0,1692,1800,1692,275,0,310,290,275,0,310,285,700,0,700,690,Holstein,91.0,3517,,63137.1,796054.06,557237.84,130761.43,347378.14,863363.7,,,,,115509084.0,101008715.0,0.0,14500369.0,,,,,,,,,,
385,Nunes Farms,6801 S Carpenter RD,Modesto,Stanislaus,95358,,,,,(209) 537-6090,01/01/1990,San Joaquin River Basin,0017-0063-0021-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0,100,100,100,Holstein,1.0,175,,1305.83,16607.5,11625.25,2810.5,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
386,Amaral Dairy,4715 County Road N,Orland,Glenn,95963,,,,,(530) 865-7558,10/13/1990,Sacramento River Basin,XX44-XX25-XX12-XXX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Morris Jersey Girls,3230 Vivian RD,Modesto,Stanislaus,95382,P.O. Box 580596,Modesto,CA,95358,(209) 538-2130,01/01/1950,San Joaquin River Basin,X017-X043-X023-XXXX,,,40,0,40,40,0,0,0,0,0,0,0,0,0,20,20,20,0,80,80,80,70,0,70,70,Jersey,1.0,210,,1761.51,19929.0,13950.3,3035.34,1.0,4599.0,,,,,4900500.0,4900500.0,0.0,0.0,,,,,,,,,,
388,,,,,96002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
389,Joe Oliveira Dairy,19104 Crane AVE,Hilmar,Merced,95324,,,,,(209) 652-5397,12/02/1986,San Joaquin River Basin,X045-X220-X012-XXXX,,,320,0,320,320,0,199,199,199,0,1200,1200,1200,0,55,55,55,446,0,446,446,422,0,422,422,Holstein,80.0,2642,,43131.32,539801.24,377860.87,88659.58,237695.07,577667.25,,,,,16059927.0,27339927.0,11280000.0,0.0,,,,,,,,,,
390,Machado Dairy Farms #1,28128 S Two Rivers RD,Manteca,San Joaquin,95337,P.O. Box 4430,Manteca,CA,95337,(209) 602-8598,01/01/1970,San Joaquin River Basin,0257-0170-0025-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Foster Farm's Dairy No. 6,6111 E. Monte Vista AVE,Denair,Stanislaus,95316,,,,,(209) 548-7640,01/08/1987,San Joaquin River Basin,0024-0001-0001-0000,,,0,0,0,0,0,0,0,0,0,1543,1632,1543,399,0,714,399,24,0,30,24,0,0,0,0,Holstein,88.0,1966,,48932.35,635204.69,444643.28,105441.84,313746.25,818271.6,,,,,86100900.0,86100900.0,0.0,0.0,,,,,,,,,,
392,Sited Oak Dairy,26972 N Dustin RD,Acampo,San Joaquin,95220,,,,,(209) 369-9379,01/01/1949,San Joaquin River Basin,X007-X030-XX18-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Lone Tree Heifer Ranch,6049 Lone Tree RD,Merced,Merced,95341,,,,,(209) 383-6800,01/01/1950,San Joaquin River Basin,X065-X120-X020-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,200,195,710,0,730,710,Holstein,1.0,905,,8580.09,85884.5,60119.15,14534.3,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
394,Double B Dairy,5817 E Worden AVE,Merced,Merced,95340,,,,,(209) 385-3996,01/01/1950,San Joaquin River Basin,"X066-X130-X024-XXXX, X066-X130-X059-XXXX",,,0,0,0,0,0,0,0,0,0,1225,1250,1225,0,110,130,110,0,0,0,0,0,0,0,0,Holstein,80.0,1335,,34454.61,449712.76,314798.93,75659.02,242647.05,602085.75,,,,,10564000.0,7704000.0,840000.0,3700000.0,,,,,,,,,,
395,JSJ Dairy,2451 County Road TT,Willows,Glenn,95988,,,,,(209) 262-8121,06/01/1987,Sacramento River Basin,"0019-0160-0015-0000, 0019-0160-0016-0000",,,0,0,0,0,0,0,0,0,0,0,0,0,0,60,65,60,0,30,35,30,0,0,0,0,Holstein,1.0,90,,1132.2,13797.0,9657.9,1927.2,12000.0,13797.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
396,Van Tol Dairy No. 2,6756 County Road 30,Orland,Glenn,95963,,,,,(530) 934-0163,01/04/1991,Sacramento River Basin,0024-0050-0015-0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Joe and Renee Barroso Dairy,6902 E Legrand RD,Merced,Merced,95341,,,,,(209) 722-6437,01/01/1960,San Joaquin River Basin,X067-X110-X015-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Vogt Dairy #2,7255 Cutler Ave,Orland,Glenn,95963,,,,,(530) 321-5957,06/15/1977,Sacramento River Basin,"0037-0050-0001-0009, 0037-0050-0002-0000, 0037-0050-0003-0000, 0037-0050-0005-0009",,,0,0,0,0,0,0,0,0,0,0,0,0,55,0,60,55,0,0,0,0,80,0,80,80,Holstein,1.0,135,,1453.26,17629.5,12340.65,2609.75,15000.0,12647.25,,,,,,0.0,0.0,0.0,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Antonio & Maria Alberto Dairy,11737 Bluegum RD,Hickman,Stanislaus,95323,,,,,(209) 678-5277,01/01/1920,San Joaquin River Basin,"X019-X006-X017-XXXX, X019-X006-X024-XXXX, X019-X008-X011-XXXX, X019-X009-X011-XXXX, X019-X009-X013-XXXX",,,0,250,250,250,0,200,200,200,0,950,1000,975,0,150,150,150,0,300,300,300,0,500,500,500,Holstein,75.0,2375,,36945.09,460766.09,322536.26,74821.42,189924.37,493571.25,,,,,31200000.0,31200000.0,0.0,0.0,,,,,,,,,,
401,PH RANCH #3,11586 N Shaffer RD,Winton,Merced,95388,,,,,(209) 358-5111,09/27/1973,San Joaquin River Basin,0042-0260-0023-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,5H Farms #2,2163 Rahilly RD,Merced,Merced,95341,,,,,(209) 631-1887,05/11/1941,San Joaquin River Basin,X065-X130-X065-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,500,485,400,0,400,400,Holstein,1.0,885,,8632.17,83986.5,58790.55,14213.1,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
403,Eugenio Azevedo Dairy #1,5217 Oak Avenue,Merced,Merced,95340,,,,,(209) 812-4171,01/01/1910,San Joaquin River Basin,0059-0190-0070-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Souza Ranch,3842 Villa Manucha Rd.,Newman,Stanislaus,95360,,,,,(209) 837-4792,11/01/1981,San Joaquin River Basin,X049-X024-X002-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Wickstrom Jersey Farms,5638 Columbus AVE,Hilmar,Merced,95324,,,,,(209) 495-8797,01/01/1973,San Joaquin River Basin,X045-X350-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Azevedo Dairy #3,227 W El Nido RD,El Nido,Merced,95317,,,,,(209) 564-7596,01/01/1950,San Joaquin River Basin,X074-X110-X035-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Den-K Holsteins (formerly Royce & Randi Mull Dairy),15475 W Henry Miller RD,Los Banos,Merced,93635,,,,,(209) 826-6242,01/01/1945,San Joaquin River Basin,X073-X020-X022-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,River Rock Ranches (Formerly Yosemite Jersey Dairy),21522 Geer AVE,Hilmar,Merced,95324,P.O. Box 2717,Merced,CA,95324,(209) 285-0001,01/01/1995,San Joaquin River Basin,X045-X200-X069-XXXX,,,0,500,500,500,500,0,500,500,0,1840,1840,1840,0,464,464,464,0,750,750,750,0,0,0,0,,51.0,4054,,60067.62,770409.66,539286.76,121443.69,329408.26,973060.8,,,,,38862250.0,35802000.0,0.0,3060250.0,,,,,,,,,,
409,Souza Brothers Dairy,3887 McCullagh RD,Stevinson,Merced,95374,,,,,(209) 632-3773,01/01/1940,San Joaquin River Basin,X055-X120-X045-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Beglinger Dairy,7329 County Road 16,Orland,Glenn,95963,,,,,(530) 865-8031,01/01/1960,Sacramento River Basin,0046-0320-0004-0000,,,30,0,30,30,25,0,25,25,0,190,190,190,30,0,30,30,50,0,50,50,50,0,50,50,Holstein,50.0,375,,6092.9,75666.77,52966.74,12243.08,33890.15,96360.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
411,B & D Dairy,9579 Hultberg RD,Hilmar,Merced,95324,,,,,(209) 652-3534,01/01/1930,San Joaquin River Basin,X045-X130-X039-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PH Ranch,6335 W Oakdale RD,Winton,Merced,95388,,,,,(123) 000-0000,01/01/1955,San Joaquin River Basin,"X140-X020-X010-XXXX, X140-X020-X013-XXXX",,,250,0,264,250,300,0,317,300,0,2127,2245,2127,0,270,285,270,0,120,127,120,0,200,211,200,Holstein,75.0,3267,,64614.47,837420.45,586194.32,137397.99,414327.32,1063584.45,,,,,136224000.0,136224000.0,0.0,0.0,,,,,,,,,,
413,Cross Creek Dairy,14371 East AVE,Turlock,Merced,95380,P.O. Box 3686,Turlock,CA,95381,(209) 586-0290,01/01/1960,San Joaquin River Basin,,,,75,0,80,75,85,0,90,85,0,585,590,585,70,0,75,70,200,0,205,200,240,0,245,240,Holstein,65.0,1255,,20824.71,254416.06,178091.24,41720.62,110111.17,291543.75,,,,,19540000.0,19540000.0,0.0,0.0,,,,,,,,,,
414,Roestar Dairy,10407 W Bradbury RD,Turlock,Stanislaus,95380,,,,,(209) 632-6464,01/01/1950,San Joaquin River Basin,X058-X026-X003-XXXX,,,0,0,0,0,0,0,0,0,0,1021,1021,1021,0,0,0,0,307,0,307,307,281,0,281,281,Holstein,76.0,1609,,32747.05,407624.38,285337.07,69141.87,199555.7,480737.85,,,,,40565928.0,40565928.0,0.0,0.0,,,,,,,,,,
415,John Baptista Facility,20755 W River RD,Stevinson,Merced,95374,,,,,(209) 573-0175,01/01/1940,San Joaquin River Basin,"X055-X090-X012-XXXX, X055-X120-X019-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
416,Manuel & Jeanette Borges Dairy,10408 S Van Allen RD,Stockton,San Joaquin,95215,,,,,(209) 466-1828,01/01/1920,San Joaquin River Basin,"X185-X110-XX05-XXXX, X205-X180-XX03-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Willem Postma Dairy #2,3250 Santa Fe AVE,Modesto,Stanislaus,95357,P.O. Box 576529,Modesto,CA,95357,(209) 551-2930,07/01/2006,San Joaquin River Basin,X014-X014-X006-XXXX,,,0,0,0,0,0,0,0,0,350,50,590,400,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,74.0,400,,10449.52,136607.18,95625.03,23162.57,77654.89,188340.0,,,,,3958400.0,3958400.0,0.0,0.0,,,,,,,,,,
