,index,Unnamed: 0,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,address,latitude,longitude
393,393,393,Lone Tree Heifer Ranch,6049 Lone Tree RD,Merced,Merced,95341,,,,,(209) 383-6800,01/01/1950,San Joaquin River Basin,X065-X120-X020-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,200.0,195.0,710.0,0.0,730.0,710.0,Holstein,1.0,905.0,8580.09,85884.5,60119.15,14534.3,1.0,0.0,,0.0,0.0,0.0,"6049 Lone Tree RD, Merced, CA 95341",37.19314,-120.58908
394,394,394,Double B Dairy,5817 E Worden AVE,Merced,Merced,95340,,,,,(209) 385-3996,01/01/1950,San Joaquin River Basin,"X066-X130-X024-XXXX, X066-X130-X059-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,1250.0,1225.0,0.0,110.0,130.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,80.0,1335.0,34454.61,449712.76,314798.93,75659.02,242647.05,602085.75,10564000.0,7704000.0,840000.0,3700000.0,"5817 E Worden AVE, Merced, CA 95340",37.23608,-120.38322
395,395,395,JSJ Dairy,2451 County Road TT,Willows,Glenn,95988,,,,,(209) 262-8121,06/01/1987,Sacramento River Basin,"0019-0160-0015-0000, 0019-0160-0016-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,65.0,60.0,0.0,30.0,35.0,30.0,0.0,0.0,0.0,0.0,Holstein,1.0,90.0,1132.2,13797.0,9657.9,1927.2,12000.0,13797.0,,0.0,0.0,0.0,"2451 County Road TT, Willows, CA 95988",39.57618,-122.08628
398,398,398,Vogt Dairy #2,7255 Cutler Ave,Orland,Glenn,95963,,,,,(530) 321-5957,06/15/1977,Sacramento River Basin,"0037-0050-0001-0009, 0037-0050-0002-0000, 0037-0050-0003-0000, 0037-0050-0005-0009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,60.0,55.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,Holstein,1.0,135.0,1453.26,17629.5,12340.65,2609.75,15000.0,12647.25,,0.0,0.0,0.0,"7255 Cutler Ave, Orland, CA 95963",39.78587,-122.11138
400,400,400,Antonio & Maria Alberto Dairy,11737 Bluegum RD,Hickman,Stanislaus,95323,,,,,(209) 678-5277,01/01/1920,San Joaquin River Basin,"X019-X006-X017-XXXX, X019-X006-X024-XXXX, X019-X008-X011-XXXX, X019-X009-X011-XXXX, X019-X009-X013-XXXX",0.0,250.0,250.0,250.0,0.0,200.0,200.0,200.0,0.0,950.0,1000.0,975.0,0.0,150.0,150.0,150.0,0.0,300.0,300.0,300.0,0.0,500.0,500.0,500.0,Holstein,75.0,2375.0,36945.09,460766.09,322536.26,74821.42,189924.37,493571.25,31200000.0,31200000.0,0.0,0.0,"11737 Bluegum RD, Hickman, CA 95323",37.61661,-120.77193
402,402,402,5H Farms #2,2163 Rahilly RD,Merced,Merced,95341,,,,,(209) 631-1887,05/11/1941,San Joaquin River Basin,X065-X130-X065-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,500.0,485.0,400.0,0.0,400.0,400.0,Holstein,1.0,885.0,8632.17,83986.5,58790.55,14213.1,1.0,0.0,,0.0,0.0,0.0,"2163 Rahilly RD, Merced, CA 95341",37.20889,-120.52894
408,408,408,River Rock Ranches (Formerly Yosemite Jersey Dairy),21522 Geer AVE,Hilmar,Merced,95324,P.O. Box 2717,Merced,CA,95324,(209) 285-0001,01/01/1995,San Joaquin River Basin,X045-X200-X069-XXXX,0.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,1840.0,1840.0,1840.0,0.0,464.0,464.0,464.0,0.0,750.0,750.0,750.0,0.0,0.0,0.0,0.0,,51.0,4054.0,60067.62,770409.66,539286.76,121443.69,329408.26,973060.8,38862250.0,35802000.0,0.0,3060250.0,"21522 Geer AVE, Hilmar, CA 95324",37.39907,-120.87971
410,410,410,Beglinger Dairy,7329 County Road 16,Orland,Glenn,95963,,,,,(530) 865-8031,01/01/1960,Sacramento River Basin,0046-0320-0004-0000,30.0,0.0,30.0,30.0,25.0,0.0,25.0,25.0,0.0,190.0,190.0,190.0,30.0,0.0,30.0,30.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,Holstein,50.0,375.0,6092.9,75666.77,52966.74,12243.08,33890.15,96360.0,,0.0,0.0,0.0,"7329 County Road 16, Orland, CA 95963",39.73741,-122.10568
412,412,412,PH Ranch,6335 W Oakdale RD,Winton,Merced,95388,,,,,(123) 000-0000,01/01/1955,San Joaquin River Basin,"X140-X020-X010-XXXX, X140-X020-X013-XXXX",250.0,0.0,264.0,250.0,300.0,0.0,317.0,300.0,0.0,2127.0,2245.0,2127.0,0.0,270.0,285.0,270.0,0.0,120.0,127.0,120.0,0.0,200.0,211.0,200.0,Holstein,75.0,3267.0,64614.47,837420.45,586194.32,137397.99,414327.32,1063584.45,136224000.0,136224000.0,0.0,0.0,"6335 W Oakdale RD, Winton, CA 95388",37.44285,-120.60427
413,413,413,Cross Creek Dairy,14371 East AVE,Turlock,Merced,95380,P.O. Box 3686,Turlock,CA,95381,(209) 586-0290,01/01/1960,San Joaquin River Basin,,75.0,0.0,80.0,75.0,85.0,0.0,90.0,85.0,0.0,585.0,590.0,585.0,70.0,0.0,75.0,70.0,200.0,0.0,205.0,200.0,240.0,0.0,245.0,240.0,Holstein,65.0,1255.0,20824.71,254416.06,178091.24,41720.62,110111.17,291543.75,19540000.0,19540000.0,0.0,0.0,"14371 East AVE, Turlock, CA 95380",37.48986,-120.74628
414,414,414,Roestar Dairy,10407 W Bradbury RD,Turlock,Stanislaus,95380,,,,,(209) 632-6464,01/01/1950,San Joaquin River Basin,X058-X026-X003-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,1021.0,1021.0,0.0,0.0,0.0,0.0,307.0,0.0,307.0,307.0,281.0,0.0,281.0,281.0,Holstein,76.0,1609.0,32747.05,407624.38,285337.07,69141.87,199555.7,480737.85,40565928.0,40565928.0,0.0,0.0,"10407 W Bradbury RD, Turlock, CA 95380",37.44938,-120.96736
415,415,415,John Baptista Facility,20755 W River RD,Stevinson,Merced,95374,,,,,(209) 573-0175,01/01/1940,San Joaquin River Basin,"X055-X090-X012-XXXX, X055-X120-X019-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"20755 W River RD, Stevinson, CA 95374",37.34913,-120.86689
417,417,417,Willem Postma Dairy #2,3250 Santa Fe AVE,Modesto,Stanislaus,95357,P.O. Box 576529,Modesto,CA,95357,(209) 551-2930,07/01/2006,San Joaquin River Basin,X014-X014-X006-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,50.0,590.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,74.0,400.0,10449.52,136607.18,95625.03,23162.57,77654.89,188340.0,3958400.0,3958400.0,0.0,0.0,"3250 Santa Fe AVE, Modesto, CA 95357",37.68366,-120.91733
418,418,418,FAUST DAIRY & HEIFER,10077 Avenue 26,Chowchilla,Merced,93610,P.O. Box 456,Chowchilla,CA,93610,(559) 665-3238,01/01/1930,San Joaquin River Basin,"0025-0060-0001-0000, 0025-0060-0002-0000, 0075-0120-0019-0000, 0075-0140-0013-0000",590.0,0.0,600.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,195.0,565.0,555.0,540.0,595.0,1150.0,1135.0,Holstein,1.0,2280.0,18780.22,190530.0,133371.0,29273.37,1.0,0.0,,0.0,0.0,0.0,"10077 Avenue 26, Chowchilla, CA 93610",37.12676,-120.36382
419,419,419,Staas Dairy #2,3748 Virginia Road,Wheatland,Yuba,95692,,,,,(530) 742-3668,07/01/1974,Sacramento River Basin,0014-0280-0618-0000,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,350.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,150.0,0.0,150.0,150.0,Jersey,65.0,750.0,12007.83,148277.73,103794.41,24557.84,65878.48,164797.5,21700000.0,21700000.0,0.0,0.0,"3748 Virginia Road, Wheatland, CA 95692",39.06339,-121.48731
420,420,420,Jim Vieira and Son Dairy #2,3100 S Prairie Flower RD,Turlock,Stanislaus,95380,P.O. Box 2397,Turlock,CA,95381,(209) 668-2244,01/01/1960,San Joaquin River Basin,"X058-X014-X024-XXXX, X058-X014-X025-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,310.0,0.0,90.0,90.0,90.0,Holstein,1.0,400.0,4122.29,37960.0,26572.0,6424.0,1.0,0.0,3090000.0,3090000.0,0.0,0.0,"3100 S Prairie Flower RD, Turlock, CA 95380",37.46454,-120.92961
421,421,421,Gold Medal Ag #1,9483 Columbus AVE,Hilmar,Merced,95324,P.O. Box 1210,Hilmar,CA,95324,(209) 652-4066,01/01/1930,San Joaquin River Basin,"0045-0140-0009-0000, 0045-0140-0048-0000, 0045-0140-0075-0000",350.0,0.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,2100.0,2200.0,2100.0,100.0,200.0,300.0,300.0,150.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,Jersey,65.0,2900.0,59152.58,775056.38,542539.47,127171.65,395270.88,1057770.0,50785413.0,16710525.0,0.0,34074888.0,"9483 Columbus AVE, Hilmar, CA 95324",37.42594,-120.86847
423,423,423,Seifert Dairy Farms,8505 E Collier RD,Acampo,San Joaquin,95220,,,,,(209) 334-4314,01/01/1950,San Joaquin River Basin,"X007-X030-XX10-XXXX, X007-X030-XX21-XXXX, X007-X030-XX22-XXXX, X007-X030-XX27-XXXX, X007-X100-XX10-XXXX",400.0,0.0,400.0,400.0,550.0,0.0,600.0,600.0,0.0,2600.0,2645.0,2600.0,0.0,520.0,540.0,520.0,1300.0,0.0,1325.0,1300.0,900.0,0.0,900.0,900.0,Jersey-Holstein Cross,72.0,6320.0,99743.53,1234747.45,864323.22,200561.82,501340.39,1343784.0,93056250.0,93056250.0,0.0,0.0,"8505 E Collier RD, Acampo, CA 95220",38.21971,-121.21541
424,424,424,River Oak Dairy,29770 E Highway 4,Farmington,San Joaquin,95230,P.O. Box 294,Farmington,CA,95230,(209) 324-1241,05/01/1982,San Joaquin River Basin,X187-X370-XX10-XXXX,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,200.0,0.0,200.0,200.0,300.0,0.0,300.0,300.0,500.0,0.0,500.0,500.0,Other,72.0,2600.0,49831.73,625203.53,437642.47,104040.54,289234.84,752265.0,26620000.0,26620000.0,0.0,0.0,"29770 E Highway 4, Farmington, CA 95230",37.92352,-120.94912
425,425,425,"Nissen Dairy, Inc.",17263 Brennan AVE,Escalon,San Joaquin,95320,,,,,(209) 639-7618,01/01/1950,San Joaquin River Basin,"0225-0002-0027-0000, 0225-0020-0026-0000, 0229-0003-0027-0000, 0229-0020-0026-0000, 0229-0030-0130-0000, 0229-0030-0420-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,509.0,509.0,1.0,0.0,1.0,1.0,200.0,0.0,200.0,200.0,120.0,0.0,120.0,120.0,Holstein,68.0,830.0,16020.22,199696.89,139787.82,33775.98,96809.37,239892.6,375000.0,375000.0,0.0,0.0,"17263 Brennan AVE, Escalon, CA 95320",37.80606,-121.01753
426,426,426,Goedhart Dairy,7084 County Road 31,Orland,Glenn,95963,,,,,(530) 514-8463,03/26/1996,Sacramento River Basin,"0023-0240-0014-0009, 0023-0240-0015-0009, 0023-0240-0016-0009, 0029-0130-0005-0000",0.0,250.0,250.0,250.0,0.0,250.0,250.0,250.0,0.0,1270.0,1275.0,1270.0,0.0,200.0,210.0,200.0,0.0,500.0,500.0,500.0,0.0,500.0,500.0,500.0,Holstein,85.0,2970.0,48994.49,612114.19,428479.93,100167.46,255732.57,643969.5,30060000.0,30060000.0,0.0,0.0,"7084 County Road 31, Orland, CA 95963",39.6419,-122.12712
428,428,428,Dairy Central Heifers,10119 W August RD,Turlock,Stanislaus,95380,,,,,(209) 321-5444,10/01/1950,San Joaquin River Basin,"X057-X006-X004-XXXX, X057-X006-X005-XXXX, X057-X006-X006-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,945.0,945.0,0.0,660.0,660.0,660.0,Holstein,1.0,1605.0,15925.5,152314.5,106620.15,25776.3,1.0,0.0,,0.0,0.0,0.0,"10119 W August RD, Turlock, CA 95380",37.42058,-120.96561
429,429,429,Van Steyn Dairy,11823 Carroll RD,Elk Grove,Sacramento,95757-9766,,,,,(209) 745-1428,06/01/1930,Sacramento River Basin,X132-X240-X049-XXXX,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,0.0,525.0,525.0,525.0,0.0,150.0,150.0,150.0,140.0,0.0,140.0,140.0,105.0,0.0,105.0,105.0,Holstein,70.0,1220.0,19133.52,242030.05,169421.04,38440.61,100542.34,281688.75,7702500.0,7702500.0,0.0,0.0,"11823 Carroll RD, Elk Grove, CA 95757-9766",38.32636,-121.39067
430,430,430,Vogt Holstein Dairy,7831 South Capay Ave,Orland,Glenn,95963,,,,,(530) 865-3192,08/15/1993,Sacramento River Basin,"0037-0150-0004-0009, 0037-0150-0006-0000, 0037-0150-0007-0000, 0037-0160-0003-0009, 0037-0200-0002-0000, 0047-0150-0019-0000",75.0,0.0,80.0,75.0,75.0,0.0,80.0,75.0,0.0,430.0,440.0,430.0,0.0,60.0,65.0,60.0,80.0,0.0,85.0,80.0,75.0,0.0,80.0,75.0,Holstein,72.0,795.0,14026.11,178857.58,125200.31,29133.84,82913.99,216262.5,5500000.0,5500000.0,0.0,0.0,"7831 South Capay Ave, Orland, CA 95963",39.77939,-122.05067
431,431,431,Lourenco/Wickstrom Dairy #4,16126 Sunset AVE,Livingston,Merced,95334,P.O. Box 880,Hilmar,CA,95324,(209) 667-7055,05/23/1980,San Joaquin River Basin,X049-X030-X038-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,206.0,206.0,0.0,183.0,183.0,183.0,0.0,0.0,0.0,0.0,Jersey,1.0,389.0,4460.41,54961.7,38473.19,7901.52,1.0,47369.7,,0.0,0.0,0.0,"16126 Sunset AVE, Livingston, CA 95334",37.33907,-120.78264
