operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
DAVID & SAM WALLACE,17994 S TERCEIRA RD,LOS BANOS,Merced,93635,,,,,(209) 826-8967,01/01/1950,San Joaquin River Basin,"0454-0120-0009-0000, 0454-0140-0006-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe O. Rocha Dairy, Inc.",18451 W Bradbury RD,Turlock,Merced,95380,,,,,(209) 668-2780,01/01/1971,San Joaquin River Basin,"X045-X009-X005-XXXX, X045-X009-X007-XXXX, X045-X009-X009-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bently Ranch LLC,4206 Bentley RD,Oakdale,Stanislaus,95361,,,,,(559) 260-6318,01/01/2004,San Joaquin River Basin,"X014-X002-X024-XXXX, X014-X002-X025-XXXX, X014-X002-X028-XXXX, X014-X002-X033-XXXX, X014-X002-X034-XXXX, X014-X002-X037-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Martin Family Dairy,11401 N DAVIS RD,LODI,San Joaquin,95242,P.O. Box 7976,Stockton,CA,95267,(209) 329-1786,12/01/2007,San Joaquin River Basin,"X055-X210-X030-XXXX, X055-X210-X080-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
D&M Ag,1933 Hall Road,Denair,Stanislaus,95316,P.O. Box 607,Denair,CA,95316,(209) 667-7783,03/01/1981,San Joaquin River Basin,"X024-X004-X022-XXXX, X024-X004-X025-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNM Dairy,7742 Paradise RD,Modesto,Stanislaus,95358,,,,,(209) 404-3909,11/15/2013,San Joaquin River Basin,X017-X027-X040-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Machados Dairy,3260 W Sandy Mush RD,Merced,Merced,95340,,,,,(209) 383-7661,01/01/1991,San Joaquin River Basin,X065-X120-X016-XXXX,,,485,0,500,485,0,0,0,0,0,2240,2400,2240,0,285,300,285,0,550,598,550,385,0,400,385,Holstein,75.0,3945,,73721.1,933964.88,653775.42,153976.67,436339.07,1120239.75,,,,,95796000.0,95796000.0,0.0,0.0,,,,,,,,,,
Goncalves Dairy,15782 Arroya AVE,Dos Palos,Merced,93620,,,,,(209) 617-6324,12/01/1986,San Joaquin River Basin,X085-X017-X064-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Silva & Son Dairy,12636 W Main ST,Crows Landing,Stanislaus,95313,,,,,(209) 667-5189,01/01/1940,San Joaquin River Basin,X058-X006-X002-XXXX,,,0,150,150,150,0,150,150,150,0,600,600,600,0,75,90,75,125,0,125,125,100,0,100,100,,70.0,1200,,19706.53,251598.06,176118.64,40571.0,114905.54,299756.25,,,,,7920000.0,7920000.0,0.0,0.0,,,,,,,,,,
Vierra Heifer Ranch (Formerly Vierra Dairy Farms #4),25511 American AVE,Hilmar,Merced,95324,,,,,(209) 668-0343,11/01/1980,San Joaquin River Basin,X045-X020-X006-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,230,380,380,0,0,0,0,Holstein,1.0,380,,3909.94,36062.0,25243.4,6102.8,1.0,0.0,,,,,2400000.0,2400000.0,0.0,0.0,,,,,,,,,,
Vander Schaaf Dairy #2,15355 S Van Allen,Escalon,San Joaquin,95320,,,,,(209) 595-7687,01/01/1980,San Joaquin River Basin,X205-X100-XX12-XXXX,,,396,0,415,396,0,0,0,0,0,1515,1531,1515,101,0,110,101,138,0,151,138,237,0,275,237,Holstein,75.0,2387,,46330.7,593979.99,415785.99,98042.2,295113.25,736562.7,,,,,36783337.0,36783337.0,0.0,0.0,,,,,,,,,,
Arlinda Holsteins,6325 West main ST,Turlock,Stanislaus,95380,P.O. Box 3308,Turlock,CA,95381,(209) 667-4644,02/23/1950,San Joaquin River Basin,X023-X040-X001-XXXX,,,110,0,110,110,225,0,225,225,60,280,340,320,20,0,20,20,150,0,160,160,160,0,160,160,Holstein,83.0,995,,13078.16,164841.49,115389.04,26174.15,64016.07,155271.0,,,,,4055275.0,4055275.0,0.0,0.0,,,,,,,,,,
Manuel & Jeanette Borges Dairy,10408 S Van Allen RD,Stockton,San Joaquin,95215,,,,,(209) 466-1828,01/01/1920,San Joaquin River Basin,"X185-X110-XX05-XXXX, X205-X180-XX03-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSJ Dairy,2451 County Road TT,Willows,Glenn,95988,,,,,(209) 262-8121,06/01/1987,Sacramento River Basin,"0019-0160-0015-0000, 0019-0160-0016-0000",,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,50,50,50,0,0,0,0,Other,1.0,150,,1866.93,22995.0,16096.5,3212.0,20000.0,22995.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Manuel & Maria Silva Dairy #2,2800 White RD,Turlock,Stanislaus,95380,,,,,(209) 564-7297,01/01/1970,San Joaquin River Basin,"X045-X100-X006-XXXX, X057-X019-X004-XXXX",,,110,0,110,110,100,0,100,100,0,920,920,920,0,155,155,155,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,59.0,1285,,25366.13,332039.46,232427.62,53873.08,169539.65,468824.25,,,,,11655000.0,11655000.0,0.0,0.0,,,,,,,,,,
P&D Dairy East,10860 S Ingomar Grade RD,Gustine,Merced,95322,,,,,(209) 649-4967,10/01/1980,San Joaquin River Basin,"X070-X080-X041-XXXX, X070-X080-X045-XXXX, X070-X080-X075-XXXX, X070-X080-X076-XXXX",,,0,0,0,0,0,0,0,0,0,600,600,600,0,75,75,75,0,0,0,0,0,0,0,0,Holstein,72.0,675,,16628.38,216756.91,151729.84,36212.02,115693.94,299756.25,,,,,5640000.0,5640000.0,0.0,0.0,,,,,,,,,,
Delta Woods Dairy,18700 S Bacchetti RD,Tracy,San Joaquin,95304,,,,,(209) 564-2624,01/01/1944,San Joaquin River Basin,"X212-X110-XX08-XXXX, X212-X120-XX02-XXXX, X212-X120-XX03-XXXX, X212-X120-XX09-XXXX, X212-X120-XX14-XXXX",,,110,0,120,110,0,0,0,0,0,670,700,690,0,90,120,90,220,0,220,210,200,0,200,200,Holstein,72.0,1300,,23680.56,294484.82,206139.37,48716.25,133048.03,345582.0,,,,,10500000.0,10500000.0,0.0,0.0,,,,,,,,,,
Germann Bros Dairy,1236 E Taylor RD,Ceres,Stanislaus,95307,,,,,(209) 537-9568,01/01/1940,San Joaquin River Basin,X022-X010-X001-XXXX,,,30,0,35,30,20,0,25,20,0,150,160,150,0,15,18,16,40,0,50,40,40,0,45,40,Holstein,70.0,296,,5045.16,63374.01,44361.81,10367.59,28726.38,74306.7,,,,,3555000.0,3555000.0,0.0,0.0,,,,,,,,,,
Borges Farms,5148 W Grayson RD,Modesto,Stanislaus,95358,,,,,(209) 538-7810,01/01/1973,Sacramento River Basin,"0017-0059-0006-0000, 0017-0059-0007-0000, 0017-0062-0003-0000",,,100,0,100,100,150,0,150,150,0,750,750,750,135,0,135,135,150,0,150,150,100,0,100,100,Holstein,60.0,1385,,23583.99,301164.12,210814.88,48637.81,138704.42,384180.75,,,,,2160000.0,2160000.0,0.0,0.0,,,,,,,,,,
Sousa Family Dairy,12801 W Bradbury RD,Turlock,Stanislaus,95380,,,,,(209) 595-6452,01/01/1940,San Joaquin River Basin,"0058-0023-0015-0000, 0058-0024-0008-0000",,,0,0,0,0,0,0,0,0,0,697,697,697,0,0,0,0,205,0,205,205,45,0,45,45,Holstein,90.0,947,,22094.14,278875.3,195212.71,47522.25,142640.51,328182.45,,,,,20561000.0,20561000.0,0.0,0.0,,,,,,,,,,
SB Farms,11450 Carroll RD,Elk Grove,Sacramento,95757,,,,,(209) 321-1318,07/01/1979,Sacramento River Basin,X132-X240-XX43-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH RANCH #3,11586 N Shaffer RD,Winton,Merced,95388,,,,,(209) 358-2328,09/27/1973,San Joaquin River Basin,0042-0260-0023-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T & L Family Dairy, LLC",1131 Story Rd RD,Turlock,San Joaquin,95380,P.O. Box 760,Hilmar,CA,95324,(209) 202-1924,12/01/1970,San Joaquin River Basin,X024-X009-X006-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sallaberry Ranch,5608 S Morgan RD,Turlock,Stanislaus,95380,,,,,(209) 606-4894,01/01/1970,San Joaquin River Basin,X057-X004-X001-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,290,290,0,170,170,170,Holstein,1.0,460,,4596.42,43654.0,30557.8,7387.6,1.0,0.0,,,,,16875000.0,16875000.0,0.0,0.0,,,,,,,,,,
Vogt Dairy #3,485 Capay Road,Orland,Tehama,95963,,,,,(530) 321-5957,01/01/1990,Sacramento River Basin,0091-0220-0025-0000,,,0,0,0,0,60,25,85,85,0,250,250,250,0,15,15,15,0,0,0,0,0,0,0,0,Holstein,66.0,350,,6802.67,89391.56,62574.09,14580.81,47220.31,121161.75,,,,,4500000.0,4500000.0,0.0,0.0,,,,,,,,,,
De Carvalho Bros. Dairy,8342 Maze BLVD,Modesto,Stanislaus,95358,,,,,(209) 548-9317,01/01/1972,San Joaquin River Basin,0012-0047-0003-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Borges Heifer Ranch #2,28533 Two Rivers Rd.,Manteca,San Joaquin,95337,,,,,(209) 985-9933,08/01/1985,San Joaquin River Basin,X257-X050-X030-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seifert Dairy Farms,8505 E Collier RD,Acampo,San Joaquin,95220,,,,,(209) 334-4314,01/01/1950,San Joaquin River Basin,"X007-X030-XX10-XXXX, X007-X030-XX21-XXXX, X007-X030-XX22-XXXX, X007-X030-XX27-XXXX, X007-X100-XX10-XXXX",,,400,0,400,400,550,0,600,550,0,2600,2645,2600,0,520,540,520,1300,0,1325,1300,900,0,900,900,Jersey-Holstein Cross,72.0,6270,,99570.16,1232192.45,862534.72,200381.15,501340.39,1343784.0,,,,,66260250.0,66260250.0,0.0,0.0,,,,,,,,,,
Langworth Dairy,5306 Langworth RD,Oakdale,Stanislaus,95361,P.O. Box 2153,Oakdale,CA,95361,(209) 869-3348,01/01/1935,San Joaquin River Basin,X062-X027-X003-XXXX,,,75,0,75,75,0,130,130,130,0,470,470,470,0,100,100,100,0,30,30,30,0,0,0,0,Jersey-Holstein Cross,73.0,805,,14667.68,191364.74,133955.32,30714.97,90935.71,244294.5,,,,,2268000.0,2268000.0,0.0,0.0,,,,,,,,,,
Henry Jongsma and Son Dairy,,,,95963,,,,,(915) 202-9293,06/13/2007,Sacramento River Basin,"0023-0150-0014-0000, 0023-0160-0002-0000, 0023-0160-0005-0000",,,0,0,0,0,0,0,0,0,1275,425,1700,1700,0,72,290,290,675,225,900,900,520,175,700,700,Holstein,60.0,3590,,61635.69,748825.35,524177.75,124407.95,314396.69,867130.5,,,,,48366314.0,48366314.0,0.0,0.0,,,,,,,,,,
Machado Dairy Farms #4,26298 Groves RD,Farmington,San Joaquin,95230,P.O. Box 263,Farmington,CA,95230,(209) 602-8598,01/01/1980,San Joaquin River Basin,"X187-X190-XX03-XXXX, X187-X300-XX14-XXXX",,,0,0,0,0,0,0,0,0,0,715,720,715,0,1,1,1,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,75.0,716,,18776.96,245464.97,171825.48,41628.91,139277.87,336887.7,,,,,8235000.0,8235000.0,0.0,0.0,,,,,,,,,,
Fragoso Dairy #2,14691 S Brennan RD,Escalon,San Joaquin,95320,,,,,(209) 499-7475,01/01/1960,San Joaquin River Basin,X207-X360-XX06-XXXX,,,60,0,60,60,50,0,50,50,0,350,350,350,50,0,50,50,120,0,120,120,120,0,120,120,Holstein,68.0,750,,12397.92,153830.91,107681.64,25131.13,66568.33,176295.0,,,,,2376000.0,2376000.0,0.0,0.0,,,,,,,,,,
Machado Dairy Farms #3,11685 E Mariposa RD,Stockton,San Joaquin,95215,P.O. Box 4430,Manteca,CA,95337,(209) 602-3473,01/01/1970,San Joaquin River Basin,0181-0070-0001-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Oak Dairy #2,9161 Warnerville RD,Oakdale,Stanislaus,95361,P.O. Box 294,Farmington,CA,95230,(209) 324-1241,01/01/1985,San Joaquin River Basin,X064-X030-X006-XXXX,,,250,0,250,250,0,0,0,0,0,1175,1175,1175,0,175,175,175,300,0,300,300,600,0,600,600,Other,72.0,2500,,42391.25,527800.1,369460.07,86950.12,226567.29,593490.0,,,,,8615000.0,8615000.0,0.0,0.0,,,,,,,,,,
Chris Verboom Dairy,5951 County Rd 17,Orland,Glenn,95963,,,,,(530) 520-4876,09/15/1993,Sacramento River Basin,0027-0300-0004-0009,,,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,200,200,0,200,200,Holstein,1.0,500,,4265.37,43070.0,30149.0,6785.35,35000.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Frank J. Bettencourt & Sons,8331 Central AVE,Ceres,Stanislaus,95307,,,,,(209) 678-5245,01/01/1969,San Joaquin River Basin,X022-X021-X002-XXXX,,,0,51,51,51,0,0,0,0,0,690,690,690,0,47,47,47,0,0,0,0,0,60,60,60,Holstein,95.0,848,,21177.43,274759.3,192331.51,46323.83,143474.62,335694.15,,,,,5088000.0,1008000.0,0.0,4080000.0,,,,,,,,,,
A& M de Sousa Dairy,3030 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 632-5845,01/01/1920,San Joaquin River Basin,"0058-0017-0005-0000, 0058-0017-0006-0000",,,280,0,280,280,30,0,30,30,0,1212,1212,1212,275,0,275,275,210,0,210,210,430,0,430,430,Jersey-Holstein Cross,81.0,2437,,44023.16,553702.6,387591.82,90599.63,240868.31,633906.45,,,,,44208026.0,44208026.0,0.0,0.0,,,,,,,,,,
Creekside Farms,6259 County Road 25,Orland,Glenn,95963,,,,,(530) 865-8368,01/01/1960,Sacramento River Basin,"0024-0150-0019-0009, 0024-0150-0030-0009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACHADO & SONS,11735 CARROLL RD,ELK GROVE,Sacramento,95757,,,,,(916) 715-9102,02/09/1972,Sacramento River Basin,X132-X240-X061-XXXX,,,0,20,20,20,0,15,15,15,0,110,110,110,0,10,10,10,15,0,15,15,480,0,480,480,Holstein,65.0,650,,7850.86,86636.86,60645.8,14407.45,20704.66,54093.0,,,,,4416000.0,4416000.0,0.0,0.0,,,,,,,,,,
James J. Oliveira,730 W Monte Vista,Ceres,Stanislaus,95307,,,,,(209) 595-6910,01/01/1936,San Joaquin River Basin,0022-0023-0003-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toste Dairy,609 Santa Fe Grade,Newman,Merced,95360,,,,,(209) 862-1812,01/01/1965,San Joaquin River Basin,0054-0090-0001-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Gioletti and Sons Dairy Inc. #2,10218 Fulkerth RD,Ceres,Stanislaus,95307,,,,,(209) 667-6024,01/01/1960,San Joaquin River Basin,"X022-X040-X006-XXXX, X022-X040-X007-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocking S Dairy #1,3301 Ladd RD,Modesto,Stanislaus,95356,,,,,(209) 000-0000,12/07/1979,San Joaquin River Basin,"X003-X024-X006-XXXX, X030-X240-X070-XXXX",,,0,0,0,0,0,0,0,0,0,1250,1280,1250,0,0,0,0,500,0,550,500,1150,0,1200,1150,Holstein,80.0,2900,,49359.73,594990.87,416493.61,100998.11,247599.03,588562.5,,,,,65963640.0,65963640.0,0.0,0.0,,,,,,,,,,
L&L Pires Dairy,7713 Maze BLVD,Modesto,Stanislaus,95358,,,,,(123) 000-0000,01/01/1950,San Joaquin River Basin,X012-X042-X010-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,585000.0,585000.0,0.0,0.0,,,,,,,,,,
Double D Dairy #3,6001 W Zeering RD,Ceres,Stanislaus,95307,,,,,(209) 542-0281,01/01/1940,San Joaquin River Basin,X023-X001-X004-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,0,0,0,0,Jersey-Holstein Cross,1.0,600,,5976.48,56940.0,39858.0,9636.0,1.0,0.0,,,,,6540000.0,6540000.0,0.0,0.0,,,,,,,,,,
Jelle Van Der Hoek,337 Gates RD,Modesto,Stanislaus,95358,,,,,(209) 523-9343,01/15/1945,San Joaquin River Basin,X012-X044-X012-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vogt Holstein Dairy,7831 South Capay Ave,Orland,Glenn,95963,,,,,(530) 865-3192,08/15/1993,Sacramento River Basin,"0037-0150-0004-0009, 0037-0150-0006-0000, 0037-0150-0007-0000, 0037-0160-0003-0009, 0037-0200-0002-0000, 0047-0150-0019-0000",,,75,0,75,75,75,0,75,75,0,425,430,425,0,60,65,60,80,0,80,80,75,0,75,75,Holstein,73.0,790,,13973.13,177817.48,124472.24,28967.04,82229.1,213908.25,,,,,5900000.0,5900000.0,0.0,0.0,,,,,,,,,,
D Barcellos Dairy,2892 N Gurr RD,Atwater,Merced,95301,,,,,(209) 000-0000,01/01/1950,San Joaquin River Basin,X005-X210-X007-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alves and Son Dairy #2,13831 East Ave. AVE,Turlock,Merced,95380,,,,,(209) 585-8221,09/01/1985,San Joaquin River Basin,"X041-X090-X004-XXXX, X041-X110-X027-XXXX, X041-X110-X028-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Tol Dairy No. 2,6756 County Road 30,Orland,Glenn,95963,,,,,(530) 934-0163,01/04/1991,Sacramento River Basin,0024-0050-0015-0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Alamo Dairy,3501 Vivian RD,Modesto,Stanislaus,95358,,,,,(209) 652-7695,05/01/1995,San Joaquin River Basin,0017-0044-0012-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Lourenco/Wickstrom Dairy #4,16126 Sunset AVE,Livingston,Merced,95334,P.O. Box 880,Hilmar,CA,95324,(209) 667-7055,05/23/1980,San Joaquin River Basin,X049-X030-X038-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,140,280,140,0,108,216,108,0,0,0,0,Jersey,1.0,248,,2927.5,35799.2,25059.44,5107.08,1.0,32193.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Cal-Denier Dairy LLC,10715 Arno RD,Galt,Sacramento,95632,,,,,(209) 745-4982,08/01/1981,San Joaquin River Basin,"X134-X280-X050-XXXX, X150-X072-X003-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azevedo Dairy #3,227 W El Nido RD,El Nido,Merced,95317,,,,,(209) 564-7596,01/01/1950,San Joaquin River Basin,X074-X110-X035-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchor J Dairy,24507 W First ST,Stevinson,Merced,95374,,,,,(209) 634-4908,03/01/1993,San Joaquin River Basin,"X055-X010-X007-XXXX, X055-X030-X006-XXXX, X055-X030-X015-XXXX, X055-X030-X016-XXXX, X055-X030-X044-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch Door Dairy,3493 BVD RD,Merced,Merced,95341,,,,,(209) 648-2166,01/01/1940,San Joaquin River Basin,X066-X170-X012-XXXX,,,0,0,0,0,0,0,0,0,0,590,620,590,65,0,80,65,0,0,0,0,0,0,0,0,Holstein,86.0,655,,17185.67,224222.06,156955.44,37728.22,119192.52,292748.25,,,,,8605000.0,5625000.0,0.0,2980000.0,,,,,,,,,,
O'Banion Ranches,15775 S Indiana RD,Dos Palos,Merced,93620,,,,,(209) 587-1446,01/01/1936,San Joaquin River Basin,"0085-0060-0009-0000, 0085-0160-0009-0000",,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,100,0,100,100,225,0,230,225,Other,1.0,325,,3293.11,30842.5,21589.75,5219.5,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Joao & Maria Salvador Dairy,1331 W Monte Vista AVE,Ceres,Stanislaus,95307,,,,,(123) 000-0000,01/01/1980,San Joaquin River Basin,X022-X006-X008-XXXX,,,0,80,80,80,0,90,90,90,0,476,476,476,0,70,70,70,0,155,155,155,0,138,138,138,Holstein,70.0,1009,,16290.96,208908.63,146236.04,34032.42,91158.39,240221.1,,,,,979200.0,979200.0,0.0,0.0,,,,,,,,,,
Ulys Dairy,8118 Sikes RD,Dixon,Solano,95620,,,,,(209) 595-1201,01/01/1983,Sacramento River Basin,0111-X110-X070-XXXX,,,78,0,78,78,78,0,78,78,0,950,950,950,0,134,134,134,350,0,350,350,210,0,210,210,Holstein,76.0,1800,,33187.74,412928.12,289049.68,68332.53,185678.67,478120.8,,,,,45906000.0,45906000.0,0.0,0.0,,,,,,,,,,
Matos Dairy,100 S Quinley AVE,Merced,Merced,95340,P.O. Box 1090,Hilmar,CA,95324,(209) 285-0001,01/01/1950,San Joaquin River Basin,"X215-X140-X001-XXXX, X215-X140-X024-XXXX, X215-X140-X025-XXXX",,,0,300,300,300,0,0,0,0,0,2100,2100,2070,0,400,400,400,0,621,621,621,0,830,850,830,Jersey,58.0,4221,,69838.79,882150.72,617505.5,144544.74,380104.22,1066639.5,,,,,37980000.0,40260000.0,2280000.0,0.0,,,,,,,,,,
Foster Farm's Dairy No. 2,1530 Hall RD,Hickman,Stanislaus,95323,,,,,(209) 548-7640,01/01/1950,San Joaquin River Basin,"0019-0011-0011-0000, 0019-0012-0004-0000, 0019-0012-0010-0000, 0019-0012-0019-0000, 0019-0012-0020-0000, 0019-0013-0020-0000, 0019-0016-0015-0000, 0080-0011-0014-0000, 0080-0011-0015-0000, 0080-0011-0023-0000",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,74287000.0,74287000.0,0.0,0.0,,,,,,,,,,
5H Farms #2,2163 Rahilly RD,Merced,Merced,95341,,,,,(209) 631-1887,05/11/1941,San Joaquin River Basin,X065-X130-X065-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,500,490,400,0,400,400,Holstein,1.0,890,,8682.8,84461.0,59122.7,14293.4,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Soares Dairy Farms - Laguna (Previously Melo Dairy),11675 W Laguna RD,Dos Palos,Merced,93620,,,,,(209) 752-9301,01/01/1964,San Joaquin River Basin,"0085-0200-0012-0000, 0086-0170-0002-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe & Teresa Soares Dairy #1,11076 Vincent RD,Turlock,Merced,95380,P.O. Box 189,Delhi,CA,95135,(209) 652-2990,01/01/1950,San Joaquin River Basin,X041-X162-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl & Laurie Vieira Dairies,1000 N Mitchell RD,Turlock,Stanislaus,95380,P.O. Box 3308,Turlock,CA,95381,(209) 667-4644,01/15/1951,San Joaquin River Basin,"X022-X044-X001-XXXX, X022-X044-X002-XXXX",,,120,0,150,120,0,0,0,0,0,1100,1200,1150,210,0,225,210,250,0,300,250,300,0,300,300,Holstein,75.0,2030,,38893.46,491162.26,343813.58,81242.36,224013.36,589767.0,,,,,55770000.0,55770000.0,0.0,0.0,,,,,,,,,,
Cottonwood Dairy,10561 W 140 HWY,Atwater,Merced,95301,P.O. Box 775,Atwater,CA,95301,(209) 394-7984,06/01/1980,San Joaquin River Basin,"XX56-XX16-XX12-XXXX, XX56-XX16-XX13-XXXX, XX56-XX17-XX11-XXXX, XX56-XX18-XXX7-XXXX, XX56-XX19-XX11-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amarjit S. Kaile Property,13340 Sargent AVE,Galt,Sacramento,95632,,,,,(916) 410-2560,04/01/2004,Sacramento River Basin,X148-0112-X013-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,1150000.0,1150000.0,0.0,0.0,,,,,,,,,,
